Row ID,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales
552,CA-2017-136406,15-04-2017,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,1121.568
553,CA-2018-112774,11-09-2018,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,34.504
554,CA-2018-101945,24-11-2018,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,10.824
555,CA-2018-100650,29-06-2018,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,1295.78
556,CA-2015-155852,03-03-2015,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,19.456
557,CA-2017-113243,10-06-2017,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,20.7
558,CA-2017-113243,10-06-2017,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,1335.68
559,CA-2017-113243,10-06-2017,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,32.4
560,CA-2018-118731,20-11-2018,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,42.6
561,CA-2018-118731,20-11-2018,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,84.056
562,CA-2015-145576,14-09-2015,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,13
563,CA-2015-145576,14-09-2015,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,13.128
564,CA-2016-130736,07-12-2016,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,3.96
565,CA-2016-130736,07-12-2016,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,2.61
566,CA-2018-137099,07-12-2018,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,374.376
567,CA-2018-156951,01-10-2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,91.84
568,CA-2018-156951,01-10-2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,81.088
569,CA-2018-156951,01-10-2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44
570,CA-2018-156951,01-10-2018,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,451.152
571,CA-2018-164826,28-12-2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,72.45
572,CA-2018-164826,28-12-2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,13.96
573,CA-2018-164826,28-12-2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.264
574,CA-2018-164826,28-12-2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Technology,Phones,14.85
575,CA-2017-127250,03-11-2017,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Art,8.82
576,CA-2016-149713,18-09-2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,160.72
577,CA-2016-149713,18-09-2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,19.92
578,CA-2016-149713,18-09-2016,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,7.3
579,CA-2018-118640,20-07-2018,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,69.712
580,CA-2018-118640,20-07-2018,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,8.792
581,CA-2016-132906,10-09-2016,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,51.52
582,CA-2018-145233,01-12-2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,470.376
583,CA-2018-145233,01-12-2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,105.584
584,CA-2018-145233,01-12-2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,31.152
585,CA-2018-145233,01-12-2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Binders,6.783
586,CA-2018-145233,01-12-2018,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,406.368
587,CA-2016-128139,03-07-2016,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,70.98
588,CA-2016-128139,03-07-2016,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,294.93
589,US-2017-156986,20-03-2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,Technology,Phones,84.784
590,US-2017-156986,20-03-2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,20.736
591,US-2017-156986,20-03-2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Binders,16.821
592,US-2017-156986,20-03-2017,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,10.368
593,CA-2015-135405,09-01-2015,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,9.344
594,CA-2015-135405,09-01-2015,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,31.2
595,CA-2015-131450,08-08-2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,Office Supplies,Appliances,76.12
596,CA-2015-131450,08-08-2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,Technology,Copiers,1199.976
597,CA-2015-131450,08-08-2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,Technology,Phones,445.96
598,CA-2015-131450,08-08-2015,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,327.76
599,CA-2017-120180,14-07-2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,11.632
600,US-2017-100720,16-07-2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,143.982
601,US-2017-100720,16-07-2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,494.376
602,US-2017-100720,16-07-2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,5.84
603,CA-2015-149958,15-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,142.776
604,CA-2015-149958,15-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,45.696
605,CA-2015-149958,15-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,7.218
606,CA-2015-149958,15-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,43.188
607,CA-2015-149958,15-03-2015,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,131.904
608,US-2015-105767,23-05-2015,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.282
609,US-2015-105767,23-05-2015,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,21.168
610,US-2015-105767,23-05-2015,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,55.188
611,CA-2017-161816,28-04-2017,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,369.576
612,CA-2017-161816,28-04-2017,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,15.712
613,CA-2017-121223,11-09-2017,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,8.448
614,CA-2017-121223,11-09-2017,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,728.946
615,CA-2018-138611,14-11-2018,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,Technology,Phones,119.94
616,CA-2018-138611,14-11-2018,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,3.648
617,CA-2018-117947,18-08-2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,40.48
618,CA-2018-117947,18-08-2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,9.94
619,CA-2018-117947,18-08-2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,107.424
620,CA-2018-117947,18-08-2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Technology,Phones,37.91
621,CA-2018-117947,18-08-2018,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,88.02
622,US-2015-111171,26-12-2015,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.69
623,CA-2016-138009,29-11-2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Chairs,301.96
624,CA-2016-138009,29-11-2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Appliances,555.21
625,CA-2016-138009,29-11-2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Storage,523.48
626,CA-2016-138009,29-11-2016,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Art,161.82
627,CA-2018-163020,15-09-2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,35.56
628,CA-2018-153787,19-05-2018,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,97.16
629,CA-2018-133431,17-12-2018,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,15.24
630,CA-2018-133431,17-12-2018,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,13.23
631,US-2017-135720,11-12-2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,243.384
632,US-2017-135720,11-12-2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,119.8
633,US-2017-135720,11-12-2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,300.768
634,CA-2018-144694,24-09-2018,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,17.88
635,CA-2018-144694,24-09-2018,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Labels,235.944
636,CA-2016-168004,04-10-2016,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,Furniture,Chairs,392.94
637,US-2017-123470,15-08-2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,18.882
638,US-2017-123470,15-08-2017,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,122.328
639,CA-2017-115917,20-05-2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,Furniture,Furnishings,1049.2
640,CA-2017-115917,20-05-2017,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,Office Supplies,Binders,15.424
641,CA-2017-147067,18-12-2017,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,18.84
642,CA-2018-167913,30-07-2018,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Storage,330.4
643,CA-2018-167913,30-07-2018,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Labels,26.25
644,CA-2018-106103,10-06-2018,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,Technology,Accessories,132.52
645,US-2018-127719,21-07-2018,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Paper,6.48
646,CA-2018-126221,30-12-2018,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,209.3
647,CA-2017-103947,01-04-2017,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Fasteners,31.56
648,CA-2017-103947,01-04-2017,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Appliances,30.144
649,CA-2017-160745,11-12-2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,Furniture,Furnishings,14.8
650,CA-2017-160745,11-12-2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,Technology,Phones,302.376
651,CA-2017-160745,11-12-2017,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,Technology,Accessories,316
652,CA-2017-132661,23-10-2017,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,379.4
653,CA-2018-140844,19-06-2018,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,97.82
654,CA-2018-140844,19-06-2018,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,103.12
655,CA-2017-137239,22-08-2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,113.552
656,CA-2017-137239,22-08-2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.318
657,CA-2017-137239,22-08-2017,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,134.288
658,US-2017-156097,19-09-2017,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,701.372
659,US-2017-156097,19-09-2017,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,2.308
660,CA-2016-146563,24-08-2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,999.432
661,CA-2016-146563,24-08-2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,724.08
662,CA-2016-146563,24-08-2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,Furniture,Tables,918.785
663,CA-2016-146563,24-08-2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,2.724
664,CA-2017-123666,26-03-2017,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,459.95
665,CA-2017-143308,04-11-2017,Same Day,RC-19825,Roy Collins,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Fasteners,10.74
666,CA-2018-132682,08-06-2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Supplies,23.76
667,CA-2018-132682,08-06-2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,85.056
668,CA-2018-132682,08-06-2018,Second Class,TH-21235,Tiffany House,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,381.576
669,CA-2015-156314,24-12-2015,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,30.36
670,US-2018-106663,09-06-2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,23.976
671,US-2018-106663,09-06-2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,108.925
672,US-2018-106663,09-06-2018,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,36.352
673,CA-2018-111178,15-06-2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Art,19.56
674,CA-2018-130351,05-12-2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,61.44
675,CA-2018-130351,05-12-2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,38.9
676,CA-2018-130351,05-12-2018,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Accessories,99.39
677,US-2018-119438,18-03-2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Appliances,2.688
678,US-2018-119438,18-03-2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Technology,Accessories,27.816
679,US-2018-119438,18-03-2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Furniture,Furnishings,82.524
680,US-2018-119438,18-03-2018,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,Office Supplies,Binders,182.994
681,CA-2017-164511,19-11-2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.352
682,CA-2017-164511,19-11-2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,64.96
683,CA-2017-164511,19-11-2017,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,68.6
684,US-2018-168116,04-11-2018,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,Technology,Machines,7999.98
685,US-2018-168116,04-11-2018,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,Office Supplies,Appliances,167.44
686,CA-2015-157784,05-07-2015,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Accessories,479.97
687,CA-2015-157784,05-07-2015,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Labels,14.62
688,CA-2015-157784,05-07-2015,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Paper,19.44
689,CA-2018-161480,25-12-2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,191.984
690,US-2015-117135,21-06-2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,104.01
691,US-2015-117135,21-06-2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,Technology,Phones,284.82
692,US-2015-117135,21-06-2015,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Storage,36.84
693,CA-2016-131534,28-03-2016,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,Technology,Accessories,166.24
694,CA-2016-131534,28-03-2016,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,33.4
695,CA-2016-119291,14-05-2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,198.272
696,CA-2016-119291,14-05-2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,47.36
697,CA-2016-119291,14-05-2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Envelopes,200.984
698,CA-2016-119291,14-05-2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Labels,97.696
699,CA-2016-119291,14-05-2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Art,2.696
700,CA-2016-119291,14-05-2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,18.588
701,CA-2016-119291,14-05-2016,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,4.896
702,CA-2018-114552,02-09-2018,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,15.072
703,CA-2017-163755,04-11-2017,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,209.88
704,CA-2016-142027,09-04-2016,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,369.912
705,CA-2015-138527,12-09-2015,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Paper,10.368
706,CA-2015-138527,12-09-2015,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,166.84
707,CA-2015-138527,12-09-2015,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,Technology,Accessories,15.216
708,CA-2015-112158,02-12-2015,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,119.96
709,CA-2015-112158,02-12-2015,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,883.92
710,CA-2015-112158,02-12-2015,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,46.72
711,CA-2015-113887,05-04-2015,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,55.48
712,CA-2018-146136,03-09-2018,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,Office Supplies,Envelopes,24.448
713,US-2018-100048,19-05-2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Appliances,281.34
714,US-2018-100048,19-05-2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Phones,307.98
715,US-2018-100048,19-05-2018,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Accessories,299.97
716,CA-2015-153150,01-07-2015,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,19.92
717,CA-2015-130092,11-01-2015,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,Furniture,Furnishings,9.94
718,CA-2018-108910,24-09-2018,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,103.056
719,CA-2015-104472,02-06-2015,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,Office Supplies,Binders,59.808
720,CA-2015-104472,02-06-2015,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,Furniture,Furnishings,73.32
721,CA-2017-112942,13-02-2017,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,146.82
722,CA-2017-142335,15-12-2017,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,Furniture,Tables,1652.94
723,CA-2017-142335,15-12-2017,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,Office Supplies,Storage,296.37
724,CA-2015-117429,07-10-2015,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,129.92
725,CA-2017-114713,07-07-2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Supplies,45.584
726,CA-2018-144113,16-09-2018,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Envelopes,17.568
727,CA-2018-144113,16-09-2018,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,Technology,Phones,55.992
728,US-2017-150861,03-12-2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Paper,182.72
729,US-2017-150861,03-12-2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Furniture,Tables,400.032
730,US-2017-150861,03-12-2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,33.63
731,US-2017-150861,03-12-2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,542.646
732,US-2017-150861,03-12-2017,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Labels,6.3
733,CA-2018-131954,21-01-2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,242.94
734,CA-2018-131954,21-01-2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Technology,Accessories,179.97
735,CA-2018-131954,21-01-2018,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Binders,99.696
